distance,rounds,p,decoder,alpha,shots,errors,ler,ler_std,decode_seconds,us_per_shot,is_best,best_at_endpoint
5,5,0.0004,cm,0.1,102000000,537,5.264705882352941e-06,2.2718822992384647e-07,56.411,0.553,0,0
5,5,0.0004,cm,0.2,102000000,516,5.058823529411765e-06,2.227017247640991e-07,56.4667,0.5536,0,0
5,5,0.0004,cm,0.3,102000000,502,4.92156862745098e-06,2.1965981732931783e-07,56.3096,0.5521,1,0
5,5,0.0004,cm,0.4,102000000,510,5e-06,2.2140316787502848e-07,56.5265,0.5542,0,0
5,5,0.0004,cm,0.5,102000000,527,5.166666666666667e-06,2.2506295355078362e-07,56.764,0.5565,0,0
5,5,0.0004,cm,0.6,102000000,534,5.235294117647059e-06,2.265527404584654e-07,56.7522,0.5564,0,0
5,5,0.0004,cm,0.7,102000000,546,5.352941176470588e-06,2.2908412108705596e-07,56.9554,0.5584,0,0
5,5,0.0004,cm,0.8,102000000,566,5.549019607843138e-06,2.33242044107524e-07,56.9061,0.5579,0,0
5,5,0.0004,cm,0.9,102000000,582,5.705882352941177e-06,2.3651575820832807e-07,57.0184,0.559,0,0
5,5,0.0004,cm,1.0,102000000,620,6.07843137254902e-06,2.441149364706095e-07,40.8539,0.4005,0,0
5,5,0.0004,mwpm,,102000000,886,8.686274509803922e-06,2.918198319141833e-07,18.1451,0.1779,0,0
